Context Level,Accuracy
272,0.883399209486166
273,0.8817097415506958
274,0.8868868868868869
275,0.8883299798792756
276,0.8873096446700508
277,0.8784473953013279
278,0.8787255909558068
279,0.8797927461139896
280,0.8875
281,0.8939075630252101
282,0.8826638477801269
283,0.8874734607218684
284,0.8842443729903537
285,0.8943965517241379
286,0.8820960698689956
287,0.8811881188118812
288,0.8871681415929203
289,0.8930957683741648
290,0.8875140607424072
291,0.8824858757062147
292,0.8844393592677345
293,0.8856812933025404
294,0.8895348837209303
295,0.8943661971830986
296,0.8912529550827423
297,0.8882282996432818
298,0.8954326923076923
299,0.8843373493975903
300,0.8844282238442822
301,0.8920245398773006
302,0.8836633663366337
303,0.8876404494382022
304,0.8827238335435057
305,0.879948914431673
306,0.8824289405684754
307,0.8878748370273793
308,0.8794233289646134
309,0.8801054018445322
310,0.8860927152317881
311,0.8789893617021277
312,0.8810160427807486
313,0.8817204301075269
314,0.8814016172506739
315,0.8960863697705803
316,0.8845108695652174
317,0.8761904761904762
318,0.8756830601092896
319,0.8835616438356164
320,0.8861454046639232
321,0.8770718232044199
322,0.8852005532503457
323,0.8777777777777778
324,0.891213389121339
325,0.8853146853146853
326,0.8809523809523809
327,0.8821879382889201
328,0.8915492957746479
329,0.8910891089108911
330,0.8923512747875354
331,0.8873038516405135
332,0.8911174785100286
333,0.8880918220946915
334,0.883453237410072
335,0.8845598845598845
336,0.8884057971014493
337,0.8864628820960698
338,0.8951965065502183
339,0.881578947368421
340,0.8914956011730205
341,0.8914956011730205
342,0.8869309838472834
343,0.8941176470588236
344,0.887905604719764
345,0.8920118343195266
346,0.8854166666666666
347,0.8926974664679582
348,0.8912071535022354
349,0.8852459016393442
350,0.8897168405365127
351,0.886736214605067
352,0.8777943368107303
353,0.8837555886736215
354,0.8835820895522388
355,0.8820895522388059
356,0.8880597014925373
357,0.8805970149253731
358,0.8865671641791045
359,0.8805970149253731
360,0.8819133034379671
361,0.8834080717488789
362,0.8849028400597907
363,0.8819133034379671
364,0.8817365269461078
365,0.8800599700149925
366,0.8858858858858859
367,0.8825301204819277
368,0.8868778280542986
369,0.8853695324283559
370,0.8803030303030303
371,0.8878787878787879
372,0.8861911987860395
373,0.8905775075987842
374,0.8844984802431611
375,0.8917682926829268
376,0.8900763358778626
377,0.8853211009174312
378,0.8820826952526799
379,0.889739663093415
380,0.8941717791411042
381,0.884437596302003
382,0.8906009244992296
383,0.8930232558139535
384,0.889751552795031
385,0.8878504672897196
386,0.8875
387,0.8867924528301887
388,0.889937106918239
389,0.8846761453396524
390,0.890302066772655
391,0.8853503184713376
392,0.8878205128205128
393,0.8887096774193548
394,0.8932038834951457
395,0.8847402597402597
396,0.8856209150326797
397,0.8795379537953796
398,0.8872305140961857
399,0.8877721943048577
400,0.8766891891891891
401,0.8877551020408163
402,0.8871794871794871
403,0.8842832469775475
404,0.8854166666666666
405,0.8809106830122592
406,0.8765432098765432
407,0.8785714285714286
408,0.8900900900900901
409,0.8786231884057971
410,0.8761384335154827
411,0.8768382352941176
412,0.8708487084870848
413,0.8661710037174721
414,0.874766355140187
415,0.8752362948960303
416,0.8664122137404581
417,0.8651252408477842
418,0.8706563706563707
419,0.8693957115009746
420,0.8619329388560157
421,0.8705179282868526
422,0.8591549295774648
423,0.869120654396728
424,0.8618556701030928
425,0.8622129436325678
426,0.8607594936708861
427,0.8565310492505354
428,0.8543478260869565
429,0.8703296703296703
430,0.8628318584070797
431,0.852017937219731
432,0.8590909090909091
433,0.8571428571428571
434,0.8741258741258742
435,0.8747044917257684
436,0.8674698795180723
437,0.8719211822660099
438,0.8532338308457711
439,0.8614609571788413
440,0.8567774936061381
441,0.8475452196382429
442,0.8421052631578947
443,0.8373333333333334
444,0.8486486486486486
445,0.8328767123287671
446,0.8435754189944135
447,0.8380681818181818
448,0.8290598290598291
449,0.8405797101449275
450,0.8269794721407625
451,0.8397626112759644
452,0.8368580060422961
453,0.845679012345679
454,0.8495297805642633
455,0.8370607028753994
456,0.8446601941747572
457,0.8316831683168316
458,0.8316498316498316
459,0.8458904109589042
460,0.8501742160278746
461,0.8469750889679716
462,0.8478260869565217
463,0.8296296296296296
464,0.844106463878327
465,0.8384615384615385
466,0.8404669260700389
467,0.8366533864541833
468,0.842741935483871
469,0.8373983739837398
470,0.85
471,0.8382978723404255
472,0.8528138528138528
473,0.8471615720524017
474,0.8444444444444444
475,0.84375
476,0.8394495412844036
477,0.8411214953271028
478,0.8341232227488151
479,0.8325358851674641
480,0.8226600985221675
481,0.825
482,0.8102564102564103
483,0.8167539267015707
484,0.8191489361702128
485,0.8324324324324325
486,0.8461538461538461
487,0.8
488,0.8033707865168539
489,0.7976878612716763
490,0.7861271676300579
491,0.7823529411764706
492,0.7928994082840237
493,0.8095238095238095
494,0.8048780487804879
495,0.7888198757763976
496,0.7924528301886793
497,0.8152866242038217
498,0.7884615384615384
499,0.7908496732026143
500,0.7866666666666666
501,0.7919463087248322
502,0.8040540540540541
503,0.7876712328767124
504,0.7943262411347518
505,0.7954545454545454
506,0.7637795275590551
507,0.7767857142857143
508,0.7916666666666666
509,0.7792207792207793
510,0.7446808510638298
511,0.5
