Accuracy
0.9915
0.9905
0.9905
0.9905
0.9905
0.9905
0.9915
0.99
0.992
0.992
0.992
0.992
0.9915
0.991
0.9915
0.9915
0.9915
0.991
0.992
0.9905
0.9905
0.9915
0.991
0.991
0.9905
0.991
0.9915
0.9905
0.9905
0.9915
0.991
0.991
0.9915
0.9915
0.9915
0.991
0.9905
0.9905
0.991
0.991
0.9904952476238119
0.9904952476238119
0.991495747873937
0.991495747873937
0.990990990990991
0.9914872308462694
0.9919799498746867
0.9919799498746867
0.9914786967418546
0.9919759277833501
0.9919759277833501
0.9909683893627697
0.9914658634538153
0.9914615770969362
0.9914486921529175
0.9914400805639476
0.9924318869828456
0.9924280666330136
0.9914184755174155
0.9914054600606673
0.9913924050632912
0.9929006085192698
0.9918740477399696
0.9923702950152594
0.9908210096889342
0.9918200408997955
0.9918074756784434
0.9907502569373073
0.9897066392177046
0.9907120743034056
0.9911917098445596
0.9901298701298701
0.9906103286384976
0.9900523560209424
0.9900157645822386
0.9899894625922023
0.9904661016949152
0.9909622541201488
0.9898341359015517
0.9897739504843919
0.9902544667027612
0.9901960784313726
0.9906798245614035
0.9906025428413489
0.9911111111111112
0.9910213243546577
0.9909399773499433
0.9914529914529915
0.9919493962047153
0.9918793503480279
0.9900351699882767
0.9905100830367735
0.9916016796640672
