Context Level,Accuracy
269,0.9883040935672515
270,0.9892051030421982
271,0.9881773399014778
272,0.9871541501976284
273,0.9850894632206759
274,0.98998998998999
275,0.9889336016096579
276,0.9868020304568528
277,0.9918283963227783
278,0.9928057553956835
279,0.9886010362694301
280,0.9864583333333333
281,0.9884453781512605
282,0.9873150105708245
283,0.9861995753715499
284,0.9882100750267953
285,0.9881465517241379
286,0.990174672489083
287,0.988998899889989
288,0.9900442477876106
289,0.9910913140311804
290,0.9898762654668166
291,0.9875706214689266
292,0.9874141876430206
293,0.9919168591224018
294,0.9930232558139535
295,0.9906103286384976
296,0.9929078014184397
297,0.9928656361474435
298,0.9915865384615384
299,0.9915662650602409
300,0.9890510948905109
301,0.9901840490797545
302,0.9900990099009901
303,0.9875156054931336
304,0.9911727616645649
305,0.9872286079182631
306,0.9870801033591732
307,0.9856584093872229
308,0.9882044560943644
309,0.9881422924901185
310,0.990728476821192
311,0.9893617021276596
312,0.9879679144385026
313,0.989247311827957
314,0.9892183288409704
315,0.99055330634278
316,0.9877717391304348
317,0.9850340136054422
318,0.9863387978142076
319,0.989041095890411
320,0.9890260631001372
321,0.988950276243094
322,0.9889349930843707
323,0.9888888888888889
324,0.9902370990237099
325,0.9916083916083916
326,0.9873949579831933
327,0.9901823281907434
328,0.9859154929577465
329,0.9900990099009901
330,0.9915014164305949
331,0.9900142653352354
332,0.9914040114613181
333,0.9870875179340028
334,0.9899280575539569
335,0.98989898989899
336,0.9898550724637681
337,0.9898107714701602
338,0.9883551673944687
339,0.9883040935672515
340,0.9868035190615836
341,0.9868035190615836
342,0.986784140969163
343,0.9897058823529412
344,0.9852507374631269
345,0.9866863905325444
346,0.9851190476190477
347,0.9880774962742176
348,0.9850968703427719
349,0.9821162444113264
350,0.9821162444113264
351,0.9865871833084948
352,0.9865871833084948
353,0.9850968703427719
354,0.9880597014925373
355,0.9895522388059701
356,0.9895522388059701
357,0.9865671641791045
358,0.991044776119403
359,0.9865671641791045
360,0.9895366218236173
361,0.9895366218236173
362,0.9865470852017937
363,0.9865470852017937
364,0.9880239520958084
365,0.9865067466266867
366,0.984984984984985
367,0.9849397590361446
368,0.9879336349924586
369,0.9834087481146304
370,0.9893939393939394
371,0.9863636363636363
372,0.9893778452200304
373,0.9878419452887538
374,0.9893617021276596
375,0.9878048780487805
376,0.9893129770992366
377,0.9877675840978594
378,0.9892802450229708
379,0.9892802450229708
380,0.9861963190184049
381,0.9861325115562404
382,0.9830508474576272
383,0.9844961240310077
384,0.9829192546583851
385,0.9813084112149533
386,0.9828125
387,0.9842767295597484
388,0.9858490566037735
389,0.9826224328593997
390,0.9872813990461049
391,0.9856687898089171
392,0.9791666666666666
393,0.9870967741935484
394,0.982200647249191
395,0.987012987012987
396,0.9820261437908496
397,0.9851485148514851
398,0.9834162520729685
399,0.9865996649916248
400,0.9847972972972973
401,0.9846938775510204
402,0.9846153846153847
403,0.9827288428324698
404,0.9791666666666666
405,0.9772329246935202
406,0.9805996472663139
407,0.9767857142857143
408,0.9765765765765766
409,0.9764492753623188
410,0.9781420765027322
411,0.9797794117647058
412,0.981549815498155
413,0.9795539033457249
414,0.9719626168224299
415,0.9773156899810964
416,0.9790076335877863
417,0.9788053949903661
418,0.9806949806949807
419,0.9785575048732943
420,0.9763313609467456
421,0.9780876494023905
422,0.9818913480885312
423,0.9795501022494888
424,0.9752577319587629
425,0.9749478079331941
426,0.9789029535864979
427,0.974304068522484
428,0.9695652173913043
429,0.9736263736263736
430,0.9712389380530974
431,0.9775784753363229
432,0.975
433,0.9746543778801844
434,0.972027972027972
435,0.9716312056737588
436,0.9710843373493976
437,0.9679802955665024
438,0.9676616915422885
439,0.9672544080604534
440,0.969309462915601
441,0.9612403100775194
442,0.9552631578947368
443,0.9466666666666667
444,0.9567567567567568
445,0.9561643835616438
446,0.9553072625698324
447,0.9545454545454546
448,0.9544159544159544
449,0.9536231884057971
450,0.9501466275659824
451,0.9465875370919882
452,0.9516616314199395
453,0.9537037037037037
454,0.9529780564263323
455,0.9552715654952076
456,0.9514563106796117
457,0.9504950495049505
458,0.9494949494949495
459,0.9452054794520548
460,0.9547038327526133
461,0.9537366548042705
462,0.9492753623188406
463,0.9481481481481482
464,0.9429657794676806
465,0.9423076923076923
466,0.9455252918287937
467,0.9402390438247012
468,0.9395161290322581
469,0.9390243902439024
470,0.9416666666666667
471,0.9361702127659575
472,0.9393939393939394
473,0.9388646288209607
474,0.9422222222222222
475,0.9375
476,0.944954128440367
477,0.9439252336448598
478,0.943127962085308
479,0.9473684210526315
480,0.9458128078817734
481,0.935
482,0.9333333333333333
483,0.9267015706806283
484,0.9361702127659575
485,0.9405405405405406
486,0.9395604395604396
487,0.9444444444444444
488,0.9438202247191011
489,0.9364161849710982
490,0.930635838150289
491,0.9352941176470588
492,0.9289940828402367
493,0.9345238095238095
494,0.926829268292683
495,0.937888198757764
496,0.9308176100628931
497,0.9363057324840764
498,0.9358974358974359
499,0.934640522875817
500,0.94
501,0.9261744966442953
502,0.9324324324324325
503,0.9246575342465754
504,0.9290780141843972
505,0.9242424242424242
506,0.937007874015748
507,0.9375
508,0.9166666666666666
509,0.935064935064935
510,0.8085106382978723
511,0.6818181818181818
